,Age,EdLevel,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed
30234,<35,Undergraduate,Man,No,Dev,6,4,United States of America,120000.0,11,1
30235,<35,Undergraduate,Man,No,Dev,5,4,United States of America,82000.0,12,1
30237,<35,Undergraduate,Woman,Yes,Dev,8,6,Jamaica,17448.0,9,0
30238,<35,PhD,Man,No,Dev,21,11,Russian Federation,22644.0,12,1
30239,>35,Master,Man,Yes,Dev,18,13,Canada,94539.0,23,1
30240,<35,Other,Man,Yes,Dev,7,7,United Kingdom of Great Britain and Northern Ireland,85311.0,27,1
30241,<35,Master,Man,No,Dev,15,1,Switzerland,101649.0,21,1
30242,<35,Other,Man,Yes,Dev,8,4,Tunisia,5472.0,10,0
30243,<35,Master,Man,Yes,Dev,10,6,Brazil,32988.0,25,1
30244,>35,PhD,Man,No,Dev,15,6,United States of America,170000.0,13,0
30245,<35,Undergraduate,NonBinary,No,Dev,13,8,United States of America,60000.0,24,1
30246,<35,Undergraduate,Man,Yes,Dev,14,7,United States of America,123000.0,18,1
30247,>35,Undergraduate,NonBinary,No,Dev,31,28,United States of America,135000.0,10,1
30248,>35,Undergraduate,Man,No,Dev,25,20,United Kingdom of Great Britain and Northern Ireland,129250.0,9,0
30249,>35,Undergraduate,Man,Yes,Dev,7,5,United States of America,114000.0,11,0
30250,<35,Undergraduate,Man,No,Dev,10,4,Canada,113447.0,6,0
30251,<35,Undergraduate,Man,No,Dev,7,4,India,20950.0,14,1
30252,>35,Master,Man,No,Dev,30,26,Mexico,25860.0,7,0
30253,>35,Other,Man,No,Dev,30,25,Argentina,29196.0,12,1
30254,<35,Undergraduate,Man,No,Dev,6,1,United States of America,50000.0,14,1
30255,>35,Master,Man,No,Dev,29,22,Germany,194580.0,10,1
30256,<35,Undergraduate,Man,Yes,Dev,20,6,Bulgaria,53000.0,9,0
30257,<35,Undergraduate,Man,No,Dev,6,2,Spain,39996.0,15,1
30258,>35,Master,Man,No,Dev,25,17,Sweden,67500.0,2,0
30260,>35,Undergraduate,Man,No,Dev,30,25,United States of America,220000.0,14,1
30261,>35,Undergraduate,Man,No,Dev,30,12,United Kingdom of Great Britain and Northern Ireland,49119.0,3,0
30262,<35,Undergraduate,Man,No,Dev,10,4,Czech Republic,11952.0,10,0
30263,>35,Undergraduate,Man,No,Dev,19,16,Mexico,64632.0,14,1
30264,>35,Other,Man,Yes,Dev,30,20,Canada,83194.0,3,0
30265,<35,Undergraduate,Man,No,Dev,8,7,United States of America,133400.0,7,0
30266,<35,Master,Man,No,Dev,15,10,Romania,62208.0,3,0
30267,<35,Other,Man,Yes,Dev,13,10,Germany,103776.0,6,0
30268,<35,Undergraduate,Man,No,Dev,7,3,Ireland,61616.0,8,0
30269,>35,Undergraduate,Man,No,Dev,20,16,United States of America,179000.0,8,0
30271,>35,Undergraduate,Man,No,Dev,33,26,Canada,132355.0,4,0
30272,<35,PhD,Man,No,Dev,20,8,United States of America,153000.0,7,0
30274,<35,Undergraduate,Man,Yes,Dev,16,8,United States of America,116000.0,14,0
30275,>35,Undergraduate,Man,No,Dev,32,18,United States of America,200000.0,16,1
30276,>35,Other,Man,Yes,Dev,30,21,United States of America,175000.0,23,1
30277,>35,Undergraduate,Man,No,Dev,28,24,United States of America,125000.0,10,1
30278,<35,Undergraduate,Man,No,Dev,4,1,United Kingdom of Great Britain and Northern Ireland,49119.0,9,0
30279,<35,NoHigherEd,Man,Yes,Dev,1,0,Sweden,31908.0,14,0
30280,<35,Undergraduate,Man,Yes,Dev,7,5,United States of America,145000.0,16,0
30281,>35,Master,Man,No,Dev,30,25,Argentina,72000.0,15,0
30282,>35,Undergraduate,Man,No,Dev,22,18,United States of America,90000.0,26,1
30283,<35,Master,Man,No,Dev,15,2,France,37834.0,4,0
30285,<35,Undergraduate,Woman,No,Dev,8,4,United States of America,72000.0,11,0
30286,<35,Undergraduate,Man,Yes,Dev,12,6,United Kingdom of Great Britain and Northern Ireland,77556.0,12,1
30287,>35,Undergraduate,Man,Yes,Dev,12,9,Germany,51888.0,13,0
30288,<35,Master,Man,No,Dev,15,1,Italy,29186.0,15,0
30289,>35,Undergraduate,Man,No,Dev,9,6,United States of America,160000.0,19,1
30290,<35,Undergraduate,Man,No,Dev,16,13,United Kingdom of Great Britain and Northern Ireland,84462.0,10,0
30291,<35,Master,Man,No,Dev,16,11,France,74047.0,18,1
30292,>35,Undergraduate,Man,No,Dev,45,31,United States of America,100000.0,25,1
30293,<35,Other,Man,No,Dev,5,3,Dominican Republic,7860.0,13,1
30295,<35,Master,Man,Yes,Dev,21,12,Turkey,23664.0,23,1
30296,>35,Master,Man,No,Dev,24,21,France,73507.0,33,1
30297,>35,Undergraduate,Man,Yes,Dev,10,10,United States of America,210000.0,7,0
30298,<35,Undergraduate,Man,Yes,Dev,5,4,Brazil,36651.0,8,0
30299,>35,PhD,Man,No,Dev,38,31,Russian Federation,13212.0,8,0
30300,<35,Other,Man,No,Dev,4,0,Brazil,9072.0,8,0
30301,>35,Undergraduate,Man,No,Dev,20,15,Argentina,58392.0,5,0
30302,>35,Master,Man,No,Dev,15,11,Spain,7788.0,8,0
30303,<35,NoHigherEd,Man,No,Dev,5,4,Czech Republic,41568.0,12,1
30304,<35,Undergraduate,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,103408.0,6,0
30305,>35,Other,Man,Yes,Dev,10,9,United States of America,80000.0,12,1
30306,>35,Other,Man,No,Dev,23,17,Russian Federation,37752.0,3,0
30307,<35,Undergraduate,Man,No,Dev,5,5,Netherlands,20760.0,17,1
30308,>35,Undergraduate,Man,Yes,Dev,16,6,United States of America,99000.0,4,0
30309,<35,Other,Man,No,Dev,4,1,Viet Nam,5172.0,13,0
30310,>35,NoHigherEd,Man,No,Dev,31,23,Italy,54049.0,26,1
30311,<35,Master,Man,No,Dev,6,4,Ukraine,19572.0,6,0
30312,<35,Undergraduate,Man,No,Dev,15,8,United States of America,170000.0,10,1
30313,>35,Undergraduate,Man,No,Dev,20,15,Argentina,57600.0,13,1
30314,>35,Undergraduate,Man,Yes,Dev,20,3,Canada,52942.0,14,1
30315,<35,Undergraduate,Man,Yes,Dev,9,7,Canada,60505.0,10,0
30316,>35,Undergraduate,Man,No,Dev,25,21,United Kingdom of Great Britain and Northern Ireland,102693.0,14,0
30317,>35,Undergraduate,Man,No,Dev,20,16,United States of America,80000.0,15,1
30318,<35,Undergraduate,Man,No,Dev,12,9,Russian Federation,120000.0,15,1
30319,<35,Other,Man,Yes,Dev,3,2,United States of America,70000.0,15,1
30320,<35,NoHigherEd,Man,Yes,Dev,3,0,Germany,35028.0,16,1
30321,<35,Other,Man,Yes,Dev,10,7,Germany,67021.0,20,1
30322,<35,Undergraduate,Man,Yes,Dev,15,14,United States of America,160000.0,28,1
30323,<35,Undergraduate,Woman,No,Dev,13,5,Sweden,59772.0,14,1
30324,<35,Undergraduate,Man,No,Dev,8,4,Brazil,23364.0,17,0
30325,>35,Other,Man,No,Dev,33,33,United States of America,125000.0,12,1
30326,<35,Undergraduate,Man,No,Dev,5,2,Bangladesh,9000.0,14,1
30327,<35,PhD,Man,No,Dev,16,3,China,54876.0,17,1
30328,>35,Undergraduate,Man,No,Dev,44,40,United States of America,180000.0,12,0
30330,>35,Undergraduate,Man,No,Dev,25,19,United States of America,208000.0,16,1
30331,<35,Undergraduate,NonBinary,No,Dev,3,1,Canada,56723.0,17,1
30332,>35,Master,Man,Yes,Dev,35,10,Canada,88489.0,21,1
30333,<35,Master,Man,No,Dev,14,10,United States of America,115000.0,9,0
30334,<35,Undergraduate,Man,No,Dev,2,2,Bangladesh,5652.0,28,1
30335,<35,Undergraduate,Woman,Yes,Dev,6,4,United States of America,75000.0,16,1
30336,<35,NoHigherEd,Man,No,Dev,14,5,Brazil,9150.0,6,0
30337,<35,Undergraduate,NonBinary,Yes,Dev,14,6,United States of America,140000.0,18,0
30338,>35,Master,Man,Yes,Dev,20,10,United States of America,117492.0,12,1
30339,>35,Undergraduate,Man,No,Dev,34,34,United States of America,120000.0,10,1
30340,<35,Undergraduate,Woman,No,Dev,5,2,United States of America,36000.0,14,1
30341,<35,Undergraduate,Man,Yes,Dev,9,2,Turkey,21696.0,10,1
30342,<35,Undergraduate,Man,No,Dev,8,4,Greece,22056.0,9,1
30343,<35,Undergraduate,Man,No,Dev,10,6,United States of America,97000.0,16,0
30344,<35,Other,Man,No,Dev,4,7,Brazil,19236.0,17,0
30345,<35,Undergraduate,Man,No,Dev,8,3,Nigeria,6588.0,20,1
30346,>35,Master,Man,No,Dev,23,15,Sweden,73644.0,10,0
30347,<35,Other,Man,Yes,Dev,6,3,United States of America,90000.0,7,0
30348,<35,Undergraduate,Man,No,Dev,20,13,United States of America,120000.0,6,1
30349,<35,NoHigherEd,Man,No,Dev,5,4,United States of America,165000.0,14,0
30350,<35,Undergraduate,Man,No,Dev,6,1,United States of America,80000.0,19,1
30351,>35,Undergraduate,Man,No,Dev,6,5,Canada,68068.0,15,1
30352,<35,Master,Man,Yes,Dev,15,11,Spain,71345.0,22,1
30353,<35,Master,Man,No,Dev,11,9,Slovakia,38916.0,15,1
30354,>35,Undergraduate,Man,Yes,Dev,7,5,United States of America,92000.0,12,1
30355,<35,Undergraduate,Man,No,Dev,15,9,Ecuador,16800.0,18,1
30356,<35,Undergraduate,Man,Yes,Dev,10,3,Brazil,19236.0,13,1
30357,>35,Other,Man,Yes,Dev,23,10,Albania,128522.0,0,0
30358,<35,Undergraduate,Man,No,Dev,7,3,Brazil,25885.0,15,1
30359,<35,Other,Man,No,Dev,13,5,Nigeria,31000.0,18,1
30360,<35,Undergraduate,NonBinary,No,Dev,0,0,China,34980.0,8,0
30361,>35,Undergraduate,Man,No,Dev,45,35,Canada,143699.0,10,0
30362,<35,Master,Man,No,Dev,14,8,United Kingdom of Great Britain and Northern Ireland,77556.0,9,0
30363,>35,Other,Man,No,Dev,20,10,Singapore,72288.0,8,0
30364,<35,Other,Man,Yes,Dev,11,7,United States of America,157000.0,29,1
30366,>35,Master,Man,No,Dev,30,25,Finland,77832.0,12,0
30367,>35,Master,Man,No,Dev,30,25,United States of America,200000.0,12,0
30368,<35,Undergraduate,Man,No,Dev,8,2,Philippines,16596.0,12,1
30369,>35,Other,Man,No,Dev,36,26,Thailand,208200.0,24,1
30370,>35,Undergraduate,Man,No,Dev,22,18,Portugal,65940.0,26,1
30371,>35,Undergraduate,Man,No,Dev,22,16,United States of America,150000.0,9,1
30372,>35,Master,Man,No,Dev,30,15,United States of America,178200.0,12,0
30373,<35,Undergraduate,Man,Yes,Dev,20,9,United States of America,120000.0,17,1
30374,>35,Undergraduate,Man,Yes,Dev,23,20,United States of America,155000.0,14,1
30375,<35,Undergraduate,Man,No,Dev,7,3,United States of America,14400.0,7,0
30376,>35,Undergraduate,Man,Yes,Dev,15,12,United States of America,75000.0,17,1
30377,<35,NoHigherEd,Man,No,Dev,4,3,Brazil,5148.0,18,1
30378,>35,Undergraduate,Man,No,Dev,25,20,United States of America,195000.0,7,0
30379,>35,Other,Man,No,Dev,35,12,France,38915.0,19,1
30380,<35,Undergraduate,Man,No,Dev,8,6,United States of America,97736.0,12,0
30381,>35,Other,Man,No,Dev,32,17,United Kingdom of Great Britain and Northern Ireland,109860.0,10,0
30382,>35,Undergraduate,Man,No,Dev,39,34,United Kingdom of Great Britain and Northern Ireland,84019.0,10,1
30384,<35,Master,Man,No,Dev,10,4,United States of America,85000.0,21,1
30385,<35,Undergraduate,NonBinary,Yes,Dev,2,1,United States of America,90000.0,6,0
30386,>35,Other,NonBinary,Yes,Dev,20,25,Canada,22692.0,13,1
30387,>35,Master,Man,No,Dev,10,8,United States of America,145000.0,19,0
30389,>35,Undergraduate,Man,Yes,Dev,20,7,United States of America,200000.0,13,0
30392,>35,Other,Man,No,Dev,27,19,Czech Republic,32424.0,24,1
30393,<35,Undergraduate,Man,No,Dev,9,3,United Kingdom of Great Britain and Northern Ireland,49119.0,18,1
30394,<35,Undergraduate,Man,Yes,Dev,25,12,United Kingdom of Great Britain and Northern Ireland,31020.0,4,0
30395,<35,Undergraduate,Man,No,Dev,5,2,Chile,37032.0,12,0
30396,>35,Master,Man,No,Dev,18,12,Uruguay,55716.0,10,0
30397,<35,Master,Man,No,Dev,5,5,Pakistan,7800.0,19,1
30398,>35,Master,Man,No,Dev,30,22,United States of America,175000.0,3,0
30399,<35,NoHigherEd,Man,No,Dev,24,17,Netherlands,64859.0,19,1
30400,<35,Undergraduate,Man,Yes,Dev,4,2,United States of America,30000.0,13,0
30401,>35,Undergraduate,Man,No,Dev,30,25,Canada,67312.0,15,1
30403,<35,Undergraduate,Man,No,Dev,4,0,Dominican Republic,5616.0,16,1
30404,>35,NoHigherEd,Man,No,Dev,38,25,United States of America,75000.0,4,0
30405,<35,NoHigherEd,Man,No,Dev,2,0,Argentina,17904.0,9,0
30406,<35,Undergraduate,Man,No,Dev,15,8,United States of America,132000.0,9,0
30407,<35,Undergraduate,Man,Yes,Dev,4,0,United States of America,96250.0,12,1
30408,<35,Master,Man,No,Dev,17,3,Switzerland,41508.0,8,0
30409,>35,Undergraduate,Man,No,Dev,12,12,Singapore,85200.0,15,1
30410,<35,Undergraduate,Man,No,Dev,4,1,Serbia,4512.0,4,0
30411,<35,Undergraduate,Man,No,Dev,12,10,India,18150.0,19,0
30412,>35,Other,Man,Yes,Dev,35,30,United States of America,150000.0,24,1
30413,<35,Undergraduate,Man,No,Dev,20,10,Canada,79413.0,8,1
30414,<35,Undergraduate,Man,No,Dev,11,4,United States of America,135000.0,6,0
30415,<35,Undergraduate,Man,No,Dev,16,13,United States of America,89900.0,12,1
30417,>35,Master,Man,No,Dev,37,32,Brazil,74220.0,14,1
30419,>35,PhD,Man,Yes,Dev,25,10,Canada,113447.0,4,0
30420,>35,Master,Man,No,Dev,42,40,United States of America,180000.0,12,0
30421,<35,Master,Woman,Yes,Dev,3,0,United States of America,55000.0,18,1
30422,<35,Master,Man,No,Dev,15,7,United States of America,160000.0,19,0
30423,<35,Undergraduate,NonBinary,Yes,Dev,15,10,Canada,35900.0,16,0
30424,<35,Master,Man,No,Dev,9,0,United Kingdom of Great Britain and Northern Ireland,45241.0,13,1
30425,>35,PhD,Man,No,Dev,10,4,United States of America,160000.0,2,0
30426,<35,Undergraduate,Man,No,Dev,20,10,Russian Federation,18876.0,11,0
30427,<35,Other,Man,No,Dev,13,9,Bolivia,100000.0,25,1
30428,>35,Undergraduate,Man,No,Dev,15,13,India,139600.0,8,0
30429,<35,Undergraduate,Man,Yes,Dev,3,2,Germany,54049.0,17,1
30430,<35,Other,Man,Yes,Dev,9,9,Brazil,27492.0,10,0
30431,>35,Master,Man,No,Dev,25,15,Germany,68362.0,14,0
30432,<35,Master,Man,No,Dev,10,4,France,54049.0,6,0
30433,<35,Undergraduate,Man,No,Dev,20,9,Norway,91711.0,8,0
30434,>35,Master,Man,No,Dev,9,10,Canada,37816.0,6,0
30435,<35,Undergraduate,Man,No,Dev,17,8,United States of America,125000.0,10,1
30436,<35,Undergraduate,Man,No,Dev,16,12,Canada,102102.0,14,1
30437,<35,Undergraduate,Man,Yes,Dev,12,6,India,7368.0,5,0
30438,>35,Undergraduate,Man,No,Dev,30,27,Canada,132350.0,10,1
30440,>35,Master,Man,No,Dev,16,10,United States of America,97000.0,11,0
30441,<35,Undergraduate,Man,No,Dev,14,8,Canada,52950.0,12,1
30442,<35,Undergraduate,Man,No,Dev,13,5,Canada,89245.0,17,0
30443,<35,Undergraduate,Man,Yes,Dev,5,2,United States of America,92000.0,12,1
30444,<35,Undergraduate,Man,No,Dev,6,4,Pakistan,4668.0,9,0
30445,>35,Master,Man,No,Dev,16,14,United Kingdom of Great Britain and Northern Ireland,82080.0,14,0
30446,<35,Master,Man,No,Dev,15,6,Spain,55128.0,14,0
30447,>35,Undergraduate,Man,No,Dev,25,19,United States of America,161400.0,22,1
30448,>35,Master,Man,No,Dev,30,26,United States of America,125000.0,18,0
30449,<35,Undergraduate,Man,No,Dev,8,4,United States of America,154000.0,10,0
30450,<35,Undergraduate,Woman,Yes,Dev,8,4,United States of America,85000.0,15,1
30451,<35,Other,Man,Yes,Dev,3,3,Germany,43239.0,3,0
30452,>35,Master,Woman,No,Dev,6,3,United States of America,105000.0,12,0
30453,>35,Undergraduate,Man,No,Dev,20,11,Canada,58992.0,18,1
30454,>35,Master,Man,No,Dev,32,25,United States of America,172500.0,25,1
30455,<35,Other,Man,No,Dev,8,5,Paraguay,6624.0,9,1
30456,>35,Master,Man,No,Dev,22,17,United States of America,174000.0,9,0
30457,>35,Undergraduate,Man,No,Dev,35,30,Brazil,27492.0,13,1
30458,>35,Master,Man,No,Dev,31,24,Finland,71340.0,13,0
30460,>35,Master,Man,No,Dev,30,20,United States of America,150000.0,10,1
30461,>35,Other,Man,Yes,Dev,30,27,United States of America,200000.0,11,0
30462,>35,Master,Man,No,Dev,40,27,United States of America,165000.0,5,0
30463,>35,Other,Man,No,Dev,35,31,United Kingdom of Great Britain and Northern Ireland,78847.0,8,1
30464,>35,Master,Man,No,Dev,40,30,United States of America,200000.0,16,1
30465,>35,Master,Man,No,Dev,5,4,Poland,18225.0,8,0
30466,>35,Undergraduate,Man,Yes,Dev,20,20,United States of America,100000.0,10,1
30467,>35,Undergraduate,Man,No,Dev,11,9,Canada,37816.0,14,0
30468,<35,Master,Man,No,Dev,7,6,United States of America,140000.0,20,1
30469,<35,Undergraduate,Man,Yes,Dev,6,5,United States of America,115000.0,18,0
30471,>35,Master,Woman,No,Dev,10,5,France,52968.0,10,0
30472,<35,Other,Woman,Yes,Dev,7,5,United States of America,125000.0,7,0
30473,<35,Undergraduate,Man,No,Dev,6,2,United States of America,105000.0,4,0
30474,<35,Other,Man,No,Dev,14,11,Montenegro,70572.0,20,0
30476,>35,Master,Man,No,Dev,30,15,Finland,53184.0,11,1
30477,>35,Master,Man,No,Dev,18,13,France,61616.0,8,0
30478,<35,Master,Man,No,Dev,16,8,Germany,118908.0,16,1
30479,>35,Master,Man,No,Dev,39,33,United States of America,170000.0,11,1
30481,<35,Other,Man,Yes,Dev,6,4,Canada,51429.0,12,0
30482,<35,Undergraduate,Man,No,Dev,6,3,Canada,53698.0,17,1
30483,<35,Undergraduate,Man,No,Dev,10,4,India,50268.0,7,0
30484,<35,Other,Man,No,Dev,8,2,Ecuador,4800.0,19,1
30485,<35,Undergraduate,Man,No,Dev,7,3,France,45401.0,12,0
30486,>35,Master,Man,No,Dev,25,16,Belgium,140527.0,33,1
30487,<35,Undergraduate,Man,No,Dev,7,4,United States of America,126000.0,12,1
30488,<35,Undergraduate,Man,No,Dev,9,8,Peru,35472.0,11,1
30489,<35,Other,Man,No,Dev,10,6,Sweden,61368.0,10,0
30490,>35,Master,Man,No,Dev,22,16,Poland,44297.0,15,0
30491,>35,Undergraduate,Man,No,Dev,15,12,Canada,90758.0,18,1
30492,>35,Master,Man,No,Dev,23,8,Germany,99450.0,4,0
30493,<35,Undergraduate,Man,No,Dev,6,3,Canada,121010.0,7,0
30494,>35,Undergraduate,Man,Yes,Dev,15,12,United States of America,190000.0,15,1
30495,>35,Undergraduate,Man,No,Dev,16,10,United States of America,120000.0,10,0
30496,<35,NoHigherEd,Man,No,Dev,8,8,Paraguay,54050.0,7,0
30497,>35,Other,Man,No,Dev,33,27,United States of America,190000.0,21,0
30498,<35,Undergraduate,Woman,No,Dev,11,7,Taiwan,21876.0,10,1
30499,<35,Undergraduate,Man,Yes,Dev,8,5,United States of America,92248.0,7,0
30500,<35,Master,Man,Yes,Dev,11,7,France,43239.0,7,1
30501,<35,Undergraduate,Man,No,Dev,11,6,Canada,113447.0,18,1
30503,<35,Undergraduate,Man,No,Dev,12,8,Indonesia,14928.0,6,0
30504,>35,Master,Woman,No,Dev,0,0,United States of America,85000.0,8,0
30505,<35,Other,Woman,No,Dev,4,1,Argentina,10608.0,16,1
30506,<35,Undergraduate,Man,No,Dev,5,2,Turkey,19728.0,9,0
30507,>35,Undergraduate,Man,No,Dev,22,14,Serbia,66084.0,13,0
30508,<35,Undergraduate,NonBinary,No,Dev,13,9,United States of America,132000.0,21,1
30509,>35,Undergraduate,Man,No,Dev,21,19,United States of America,171175.0,8,0
30510,<35,Other,Man,Yes,Dev,4,2,United Kingdom of Great Britain and Northern Ireland,58167.0,13,1
30511,<35,Master,Man,Yes,Dev,11,3,United States of America,95000.0,12,0
30512,>35,Other,Man,No,Dev,34,32,Brazil,30240.0,11,0
30513,<35,Undergraduate,Man,No,Dev,10,4,India,33508.0,17,1
30514,>35,Undergraduate,Man,No,Dev,35,35,United States of America,100000.0,5,0
30515,<35,Undergraduate,Man,No,Dev,5,2,Mexico,9696.0,15,0
30516,<35,Undergraduate,Man,No,Dev,5,4,Malaysia,17292.0,35,1
30517,>35,Master,Man,No,Dev,23,9,Netherlands,70264.0,14,0
30518,<35,Undergraduate,Man,No,Dev,22,12,Poland,82920.0,9,0
30519,<35,Undergraduate,Man,No,Dev,10,5,United States of America,150000.0,10,0
30520,<35,Undergraduate,Man,No,Dev,15,9,United States of America,143000.0,10,1
30521,>35,Undergraduate,Man,No,Dev,26,20,United States of America,140000.0,3,0
30522,>35,Master,Man,No,Dev,22,16,Taiwan,66283.0,21,1
30524,<35,Master,Man,No,Dev,7,4,Niger,4356.0,21,1
30525,<35,Undergraduate,Man,No,Dev,8,5,Brazil,35736.0,8,0
30526,>35,Undergraduate,Man,Yes,Dev,12,8,United Kingdom of Great Britain and Northern Ireland,67861.0,12,0
30527,>35,Undergraduate,Man,No,Dev,24,10,United States of America,111000.0,17,1
30528,<35,Other,Man,Yes,Dev,5,3,United Kingdom of Great Britain and Northern Ireland,38778.0,11,0
30529,<35,Master,Man,No,Dev,14,11,Germany,71340.0,27,1
30530,<35,Master,Man,No,Dev,4,3,Sweden,73644.0,6,0
30531,<35,Master,Man,No,Dev,11,6,Norway,90632.0,15,1
30532,>35,Master,Man,Yes,Dev,10,9,United States of America,88000.0,8,0
30533,<35,Master,Man,No,Dev,12,9,Brazil,27216.0,13,1
30534,<35,Other,Man,No,Dev,13,2,United States of America,90000.0,24,1
30535,<35,Undergraduate,Woman,No,Dev,8,4,United Kingdom of Great Britain and Northern Ireland,84019.0,7,0
30536,<35,Undergraduate,Man,No,Dev,12,9,India,34904.0,11,0
30537,<35,Undergraduate,Man,Yes,Dev,11,3,Canada,76388.0,17,1
30538,<35,Undergraduate,Woman,No,Dev,8,2,India,11169.0,18,0
30539,>35,Undergraduate,Man,No,Dev,25,17,South Africa,100000.0,11,0
30540,<35,Undergraduate,Man,No,Dev,8,3,Mexico,6468.0,11,1
30541,<35,Master,Man,Yes,Dev,10,4,India,16752.0,10,0
30542,<35,Undergraduate,Man,No,Dev,6,3,United Kingdom of Great Britain and Northern Ireland,33607.0,15,1
30543,>35,Master,Man,No,Dev,22,16,Nomadic,151337.0,10,0
30544,<35,Undergraduate,Man,Yes,Dev,6,6,Canada,54455.0,13,1
30545,>35,PhD,Woman,No,Dev,25,20,United States of America,140000.0,22,1
30546,<35,Undergraduate,Man,Yes,Dev,10,4,United States of America,85000.0,19,1
30547,<35,Undergraduate,Man,No,Dev,13,4,India,10507.0,23,1
30548,<35,Master,Man,No,Dev,18,7,Taiwan,49716.0,15,1
30551,<35,NoHigherEd,Man,Yes,Dev,16,11,Brazil,68724.0,9,0
30552,<35,Other,Man,Yes,Dev,20,7,United States of America,162000.0,18,1
30553,<35,Undergraduate,Man,No,Dev,4,2,United States of America,70000.0,13,0
30554,<35,Undergraduate,Man,Yes,Dev,18,6,Netherlands,48644.0,16,1
30555,<35,NoHigherEd,Man,No,Dev,5,5,United Kingdom of Great Britain and Northern Ireland,49765.0,13,1
30556,<35,Undergraduate,Woman,No,Dev,4,4,Germany,64859.0,17,1
30557,<35,Undergraduate,Man,Yes,Dev,10,7,United States of America,170000.0,23,1
30559,>35,PhD,Man,Yes,Dev,33,17,United States of America,172000.0,5,0
30560,<35,Master,Man,No,Dev,7,5,United States of America,90000.0,14,1
30561,>35,Master,Man,No,Dev,40,20,Canada,79413.0,5,0
30562,<35,Master,Man,No,Dev,12,5,Canada,62018.0,4,0
30563,>35,Master,Man,Yes,Dev,22,16,United States of America,70000.0,3,0
30564,>35,Undergraduate,Man,Yes,Dev,42,41,United States of America,150000.0,8,0
30566,>35,Master,Man,No,Dev,28,20,United Kingdom of Great Britain and Northern Ireland,129259.0,2,0
30567,<35,Undergraduate,Man,Yes,Dev,11,2,United States of America,62645.0,11,1
30568,>35,Undergraduate,Man,No,Dev,22,16,United States of America,120000.0,14,1
30569,>35,Master,Man,No,Dev,23,15,United States of America,100000.0,6,1
30570,>35,Undergraduate,Man,No,Dev,22,13,"Iran, Islamic Republic of...",4272.0,7,0
30571,<35,Master,Man,Yes,Dev,16,7,Germany,64859.0,7,0
30572,<35,Undergraduate,Man,No,Dev,5,3,India,39876.0,14,1
30573,>35,Undergraduate,Man,No,Dev,40,25,United States of America,165000.0,12,0
30575,>35,Master,Man,No,Dev,23,21,Germany,86478.0,10,0
30576,<35,Undergraduate,Man,No,Dev,13,11,United States of America,200000.0,10,1
30577,>35,Undergraduate,Man,No,Dev,20,16,United States of America,157500.0,16,0
30578,<35,Other,Man,No,Dev,8,2,Germany,36744.0,18,0
30579,<35,Master,Man,No,Dev,11,0,Denmark,71208.0,15,1
30580,>35,Other,Man,Yes,Dev,23,10,Canada,83194.0,7,0
30581,<35,Master,Man,No,Dev,15,8,Austria,91883.0,16,1
30582,>35,Undergraduate,Man,No,Dev,23,18,United States of America,115000.0,30,1
30583,>35,Master,Man,No,Dev,19,13,Germany,103776.0,21,1
30584,>35,Undergraduate,Man,Yes,Dev,25,20,Canada,75650.0,38,1
30585,>35,Undergraduate,Man,No,Dev,20,19,United States of America,210000.0,10,0
30586,<35,Undergraduate,Man,Yes,Dev,7,4,United States of America,121000.0,12,1
30587,<35,Undergraduate,Man,No,Dev,7,3,United States of America,120000.0,8,0
30588,<35,Undergraduate,Man,No,Dev,16,11,Mexico,67331.0,11,1
30589,<35,Undergraduate,Man,No,Dev,18,14,United States of America,141000.0,22,1
30590,>35,Other,Man,No,Dev,19,11,Sweden,54000.0,8,0
30591,<35,Undergraduate,Man,No,Dev,12,6,India,16752.0,21,1
30592,<35,Undergraduate,Man,Yes,Dev,6,3,United States of America,96000.0,7,0
30593,<35,Undergraduate,Man,No,Dev,20,6,United States of America,60000.0,15,1
30594,<35,Master,Man,No,Dev,7,5,France,70264.0,17,1
30595,>35,Other,Man,Yes,Dev,30,18,United States of America,118000.0,13,1
30596,>35,Master,Man,No,Dev,32,16,Hungary,55416.0,14,0
30597,>35,Master,Man,No,Dev,31,28,United States of America,213000.0,19,0
30598,<35,Master,Man,No,Dev,14,4,United States of America,100000.0,12,1
30599,<35,Undergraduate,Man,No,Dev,6,5,United States of America,168600.0,12,0
30600,<35,Master,Man,No,Dev,11,10,Russian Federation,28308.0,28,1
30601,>35,Other,Man,No,Dev,43,40,Netherlands,77832.0,15,1
30602,<35,Master,Man,Yes,Dev,20,14,Mexico,35556.0,24,1
30603,<35,Other,Man,Yes,Dev,6,3,Canada,60505.0,14,1
30604,<35,Undergraduate,Man,No,Dev,18,9,United States of America,110000.0,13,1
30605,<35,Undergraduate,Man,No,Dev,16,6,United States of America,80000.0,4,0
30606,>35,Other,Man,Yes,Dev,10,4,United States of America,85000.0,8,0
30607,<35,Undergraduate,Man,No,Dev,12,3,United States of America,45000.0,16,1
30608,<35,Undergraduate,Man,No,Dev,8,3,United States of America,68000.0,12,1
30609,<35,Undergraduate,Woman,Yes,Dev,12,8,Mexico,6468.0,14,1
